Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage,adm1_pcode,adm2_pcode
Nov-24,NGA,206654553,Zamfara,Kaura namoda,current,01/10/2024,31/12/2024,3+,112409,0.22,NG037,NG037008
Nov-24,NGA,206654553,Zamfara,Kaura namoda,first projection,01/06/2025,31/08/2025,3+,127737,0.25,NG037,NG037008
Nov-24,NGA,206654553,Zamfara,Maradun,current,01/10/2024,31/12/2024,3+,84067,0.22,NG037,NG037009
Nov-24,NGA,206654553,Zamfara,Maradun,first projection,01/06/2025,31/08/2025,3+,95531,0.25,NG037,NG037009
Nov-24,NGA,206654553,Zamfara,Maru,current,01/10/2024,31/12/2024,3+,79324,0.15,NG037,NG037010
Nov-24,NGA,206654553,Zamfara,Maru,first projection,01/06/2025,31/08/2025,3+,121630,0.23,NG037,NG037010
Nov-24,NGA,206654553,Zamfara,Shinkafi,current,01/10/2024,31/12/2024,3+,56219,0.23,NG037,NG037011
Nov-24,NGA,206654553,Zamfara,Shinkafi,first projection,01/06/2025,31/08/2025,3+,63552,0.26,NG037,NG037011
Nov-24,NGA,206654553,Zamfara,Talata mafara,current,01/10/2024,31/12/2024,3+,62623,0.16,NG037,NG037012
Nov-24,NGA,206654553,Zamfara,Talata mafara,first projection,01/06/2025,31/08/2025,3+,86106,0.22,NG037,NG037012
Nov-24,NGA,206654553,Zamfara,Tsafe,current,01/10/2024,31/12/2024,3+,120383,0.25,NG037,NG037013
Nov-24,NGA,206654553,Zamfara,Tsafe,first projection,01/06/2025,31/08/2025,3+,134829,0.28,NG037,NG037013
Nov-24,NGA,206654553,Zamfara,Zamfara IDPs,current,01/10/2024,31/12/2024,3+,19777,0.5,NG037,NG037
Nov-24,NGA,206654553,Zamfara,Zamfara IDPs,first projection,01/06/2025,31/08/2025,3+,26501,0.67,NG037,NG037
Nov-24,NGA,206654553,Zamfara,Zurmi,current,01/10/2024,31/12/2024,3+,122535,0.23,NG037,NG037014
Nov-24,NGA,206654553,Zamfara,Zurmi,first projection,01/06/2025,31/08/2025,3+,143846,0.27,NG037,NG037014
Nov-24,NGA,206654553,Taraba,Ardo-kola,current,01/10/2024,31/12/2024,3+,20709,0.14,NG035,NG035001
Nov-24,NGA,206654553,Taraba,Ardo-kola,first projection,01/06/2025,31/08/2025,3+,25147,0.17,NG035,NG035001
Nov-24,NGA,206654553,Taraba,Bali,current,01/10/2024,31/12/2024,3+,34768,0.1,NG035,NG035002
Nov-24,NGA,206654553,Taraba,Bali,first projection,01/06/2025,31/08/2025,3+,48675,0.14,NG035,NG035002
Nov-24,NGA,206654553,Taraba,Donga,current,01/10/2024,31/12/2024,3+,39474,0.18,NG035,NG035003
Nov-24,NGA,206654553,Taraba,Donga,first projection,01/06/2025,31/08/2025,3+,52632,0.24,NG035,NG035003
Nov-24,NGA,206654553,Taraba,Gashaka,current,01/10/2024,31/12/2024,3+,21930,0.1,NG035,NG035004
Nov-24,NGA,206654553,Taraba,Gashaka,first projection,01/06/2025,31/08/2025,3+,30702,0.14,NG035,NG035004
Nov-24,NGA,206654553,Taraba,Gassol,current,01/10/2024,31/12/2024,3+,43748,0.1,NG035,NG035005
Nov-24,NGA,206654553,Taraba,Gassol,first projection,01/06/2025,31/08/2025,3+,61247,0.14,NG035,NG035005
Nov-24,NGA,206654553,Taraba,Ibi,current,01/10/2024,31/12/2024,3+,25002,0.18,NG035,NG035006
Nov-24,NGA,206654553,Taraba,Ibi,first projection,01/06/2025,31/08/2025,3+,33337,0.24,NG035,NG035006
Nov-24,NGA,206654553,Taraba,Jalingo,current,01/10/2024,31/12/2024,3+,32365,0.14,NG035,NG035007
Nov-24,NGA,206654553,Taraba,Jalingo,first projection,01/06/2025,31/08/2025,3+,39300,0.17,NG035,NG035007
Nov-24,NGA,206654553,Taraba,Karim-lamido,current,01/10/2024,31/12/2024,3+,44731,0.14,NG035,NG035008
Nov-24,NGA,206654553,Taraba,Karim-lamido,first projection,01/06/2025,31/08/2025,3+,54316,0.17,NG035,NG035008
Nov-24,NGA,206654553,Taraba,Kurmi,current,01/10/2024,31/12/2024,3+,14361,0.1,NG035,NG035009
Nov-24,NGA,206654553,Taraba,Kurmi,first projection,01/06/2025,31/08/2025,3+,20105,0.14,NG035,NG035009
Nov-24,NGA,206654553,Taraba,Lau,current,01/10/2024,31/12/2024,3+,21956,0.14,NG035,NG035010
Nov-24,NGA,206654553,Taraba,Lau,first projection,01/06/2025,31/08/2025,3+,26661,0.17,NG035,NG035010
Nov-24,NGA,206654553,Taraba,Sardauna,current,01/10/2024,31/12/2024,3+,36966,0.1,NG035,NG035011
Nov-24,NGA,206654553,Taraba,Sardauna,first projection,01/06/2025,31/08/2025,3+,51753,0.14,NG035,NG035011
Nov-24,NGA,206654553,Taraba,Takum,current,01/10/2024,31/12/2024,3+,45830,0.18,NG035,NG035012
Nov-24,NGA,206654553,Taraba,Takum,first projection,01/06/2025,31/08/2025,3+,61107,0.24,NG035,NG035012
Nov-24,NGA,206654553,Taraba,Yorro,current,01/10/2024,31/12/2024,3+,20727,0.14,NG035,NG035015
Nov-24,NGA,206654553,Taraba,Yorro,first projection,01/06/2025,31/08/2025,3+,25170,0.17,NG035,NG035015
Nov-24,NGA,206654553,Taraba,Zing,current,01/10/2024,31/12/2024,3+,29451,0.14,NG035,NG035016
Nov-24,NGA,206654553,Taraba,Zing,first projection,01/06/2025,31/08/2025,3+,35762,0.17,NG035,NG035016
Nov-24,NGA,206654553,Taraba,Ussa,current,01/10/2024,31/12/2024,3+,26170,0.18,NG035,NG035013
Nov-24,NGA,206654553,Taraba,Ussa,first projection,01/06/2025,31/08/2025,3+,34894,0.24,NG035,NG035013
Nov-24,NGA,206654553,Taraba,Wukari,current,01/10/2024,31/12/2024,3+,70666,0.18,NG035,NG035014
Nov-24,NGA,206654553,Taraba,Wukari,first projection,01/06/2025,31/08/2025,3+,94222,0.24,NG035,NG035014
Nov-24,NGA,206654553,Kwara,Asa,current,01/10/2024,31/12/2024,3+,48902,0.24,NG024,NG024001
Nov-24,NGA,206654553,Kwara,Asa,first projection,01/06/2025,31/08/2025,3+,59091,0.29,NG024,NG024001
Nov-24,NGA,206654553,Kwara,Baruten,current,01/10/2024,31/12/2024,3+,50663,0.15,NG024,NG024002
Nov-24,NGA,206654553,Kwara,Baruten,first projection,01/06/2025,31/08/2025,3+,74306,0.22,NG024,NG024002
Nov-24,NGA,206654553,Kwara,Edu,current,01/10/2024,31/12/2024,3+,49422,0.15,NG024,NG024003
Nov-24,NGA,206654553,Kwara,Edu,first projection,01/06/2025,31/08/2025,3+,59307,0.18,NG024,NG024003
Nov-24,NGA,206654553,Kwara,Ekiti,current,01/10/2024,31/12/2024,3+,19564,0.22,NG024,NG024004
Nov-24,NGA,206654553,Kwara,Ekiti,first projection,01/06/2025,31/08/2025,3+,24010,0.27,NG024,NG024004
Nov-24,NGA,206654553,Kwara,Ifelodun,current,01/10/2024,31/12/2024,3+,33492,0.1,NG024,NG024005
Nov-24,NGA,206654553,Kwara,Ifelodun,first projection,01/06/2025,31/08/2025,3+,46889,0.14,NG024,NG024005
Nov-24,NGA,206654553,Kwara,Ilorin east,current,01/10/2024,31/12/2024,3+,71203,0.21,NG024,NG024006
Nov-24,NGA,206654553,Kwara,Ilorin east,first projection,01/06/2025,31/08/2025,3+,88155,0.26,NG024,NG024006
Nov-24,NGA,206654553,Kwara,Ilorin south,current,01/10/2024,31/12/2024,3+,92310,0.27,NG024,NG024007
Nov-24,NGA,206654553,Kwara,Ilorin south,first projection,01/06/2025,31/08/2025,3+,109405,0.32,NG024,NG024007
Nov-24,NGA,206654553,Kwara,Ilorin west,current,01/10/2024,31/12/2024,3+,143235,0.24,NG024,NG024008
Nov-24,NGA,206654553,Kwara,Ilorin west,first projection,01/06/2025,31/08/2025,3+,173076,0.29,NG024,NG024008
Nov-24,NGA,206654553,Kwara,Irepodun,current,01/10/2024,31/12/2024,3+,33769,0.14,NG024,NG024009
Nov-24,NGA,206654553,Kwara,Irepodun,first projection,01/06/2025,31/08/2025,3+,53065,0.22,NG024,NG024009
Nov-24,NGA,206654553,Kwara,Isin,current,01/10/2024,31/12/2024,3+,25579,0.27,NG024,NG024010
Nov-24,NGA,206654553,Kwara,Isin,first projection,01/06/2025,31/08/2025,3+,28420,0.3,NG024,NG024010
Nov-24,NGA,206654553,Kwara,Kaiama,current,01/10/2024,31/12/2024,3+,9876,0.05,NG024,NG024011
Nov-24,NGA,206654553,Kwara,Kaiama,first projection,01/06/2025,31/08/2025,3+,15803,0.08,NG024,NG024011
Nov-24,NGA,206654553,Kwara,Moro,current,01/10/2024,31/12/2024,3+,20776,0.12,NG024,NG024012
Nov-24,NGA,206654553,Kwara,Moro,first projection,01/06/2025,31/08/2025,3+,29433,0.17,NG024,NG024012
Nov-24,NGA,206654553,Kwara,Offa,current,01/10/2024,31/12/2024,3+,18425,0.13,NG024,NG024013
Nov-24,NGA,206654553,Kwara,Offa,first projection,01/06/2025,31/08/2025,3+,24094,0.17,NG024,NG024013
Nov-24,NGA,206654553,Kwara,Oke-ero,current,01/10/2024,31/12/2024,3+,20065,0.13,NG024,NG024014
Nov-24,NGA,206654553,Kwara,Oke-ero,first projection,01/06/2025,31/08/2025,3+,23152,0.15,NG024,NG024014
Nov-24,NGA,206654553,Kwara,Oyun,current,01/10/2024,31/12/2024,3+,22676,0.25,NG024,NG024015
Nov-24,NGA,206654553,Kwara,Oyun,first projection,01/06/2025,31/08/2025,3+,27211,0.3,NG024,NG024015
Nov-24,NGA,206654553,Kwara,Pategi,current,01/10/2024,31/12/2024,3+,47663,0.27,NG024,NG024016
Nov-24,NGA,206654553,Kwara,Pategi,first projection,01/06/2025,31/08/2025,3+,54724,0.31,NG024,NG024016
Nov-24,NGA,206654553,Jigawa,Auyo,current,01/10/2024,31/12/2024,3+,29166,0.12,NG018,NG018001
Nov-24,NGA,206654553,Jigawa,Auyo,first projection,01/06/2025,31/08/2025,3+,36457,0.15,NG018,NG018001
Nov-24,NGA,206654553,Jigawa,Babura,current,01/10/2024,31/12/2024,3+,54784,0.14,NG018,NG018002
Nov-24,NGA,206654553,Jigawa,Babura,first projection,01/06/2025,31/08/2025,3+,66524,0.17,NG018,NG018002
Nov-24,NGA,206654553,Jigawa,Biriniwa,current,01/10/2024,31/12/2024,3+,31315,0.12,NG018,NG018003
Nov-24,NGA,206654553,Jigawa,Biriniwa,first projection,01/06/2025,31/08/2025,3+,39144,0.15,NG018,NG018003
Nov-24,NGA,206654553,Jigawa,Birni kudu,current,01/10/2024,31/12/2024,3+,63491,0.11,NG018,NG018004
Nov-24,NGA,206654553,Jigawa,Birni kudu,first projection,01/06/2025,31/08/2025,3+,80807,0.14,NG018,NG018004
Nov-24,NGA,206654553,Jigawa,Buji,current,01/10/2024,31/12/2024,3+,19664,0.11,NG018,NG018005
Nov-24,NGA,206654553,Jigawa,Buji,first projection,01/06/2025,31/08/2025,3+,25027,0.14,NG018,NG018005
Nov-24,NGA,206654553,Jigawa,Dutse,current,01/10/2024,31/12/2024,3+,50762,0.11,NG018,NG018006
Nov-24,NGA,206654553,Jigawa,Dutse,first projection,01/06/2025,31/08/2025,3+,64606,0.14,NG018,NG018006
Nov-24,NGA,206654553,Jigawa,Gagarawa,current,01/10/2024,31/12/2024,3+,21134,0.14,NG018,NG018007
Nov-24,NGA,206654553,Jigawa,Gagarawa,first projection,01/06/2025,31/08/2025,3+,25663,0.17,NG018,NG018007
Nov-24,NGA,206654553,Jigawa,Garki,current,01/10/2024,31/12/2024,3+,38655,0.14,NG018,NG018008
Nov-24,NGA,206654553,Jigawa,Garki,first projection,01/06/2025,31/08/2025,3+,46939,0.17,NG018,NG018008
Nov-24,NGA,206654553,Jigawa,Gumel,current,01/10/2024,31/12/2024,3+,27364,0.14,NG018,NG018009
Nov-24,NGA,206654553,Jigawa,Gumel,first projection,01/06/2025,31/08/2025,3+,33228,0.17,NG018,NG018009
Nov-24,NGA,206654553,Jigawa,Guri,current,01/10/2024,31/12/2024,3+,24997,0.12,NG018,NG018010
Nov-24,NGA,206654553,Jigawa,Guri,first projection,01/06/2025,31/08/2025,3+,31246,0.15,NG018,NG018010
Nov-24,NGA,206654553,Jigawa,Gwaram,current,01/10/2024,31/12/2024,3+,54852,0.11,NG018,NG018011
Nov-24,NGA,206654553,Jigawa,Gwaram,first projection,01/06/2025,31/08/2025,3+,69811,0.14,NG018,NG018011
Nov-24,NGA,206654553,Jigawa,Gwiwa,current,01/10/2024,31/12/2024,3+,33116,0.14,NG018,NG018012
Nov-24,NGA,206654553,Jigawa,Gwiwa,first projection,01/06/2025,31/08/2025,3+,40213,0.17,NG018,NG018012
Nov-24,NGA,206654553,Jigawa,Hadejia,current,01/10/2024,31/12/2024,3+,22996,0.12,NG018,NG018013
Nov-24,NGA,206654553,Jigawa,Hadejia,first projection,01/06/2025,31/08/2025,3+,28745,0.15,NG018,NG018013
Nov-24,NGA,206654553,Jigawa,Jahun,current,01/10/2024,31/12/2024,3+,46466,0.11,NG018,NG018014
Nov-24,NGA,206654553,Jigawa,Jahun,first projection,01/06/2025,31/08/2025,3+,59139,0.14,NG018,NG018014
Nov-24,NGA,206654553,Jigawa,Kafin hausa,current,01/10/2024,31/12/2024,3+,58938,0.12,NG018,NG018015
Nov-24,NGA,206654553,Jigawa,Kafin hausa,first projection,01/06/2025,31/08/2025,3+,73672,0.15,NG018,NG018015
Nov-24,NGA,206654553,Jigawa,Kaugama,current,01/10/2024,31/12/2024,3+,28441,0.12,NG018,NG018016
Nov-24,NGA,206654553,Jigawa,Kaugama,first projection,01/06/2025,31/08/2025,3+,35551,0.15,NG018,NG018016
Nov-24,NGA,206654553,Jigawa,Kazaure,current,01/10/2024,31/12/2024,3+,41460,0.14,NG018,NG018017
Nov-24,NGA,206654553,Jigawa,Kazaure,first projection,01/06/2025,31/08/2025,3+,50344,0.17,NG018,NG018017
Nov-24,NGA,206654553,Jigawa,Kiri kasamma,current,01/10/2024,31/12/2024,3+,42466,0.12,NG018,NG018018
Nov-24,NGA,206654553,Jigawa,Kiri kasamma,first projection,01/06/2025,31/08/2025,3+,53082,0.15,NG018,NG018018
Nov-24,NGA,206654553,Jigawa,Kiyawa,current,01/10/2024,31/12/2024,3+,34959,0.11,NG018,NG018019
Nov-24,NGA,206654553,Jigawa,Kiyawa,first projection,01/06/2025,31/08/2025,3+,44493,0.14,NG018,NG018019
Nov-24,NGA,206654553,Jigawa,Maigatari,current,01/10/2024,31/12/2024,3+,45549,0.14,NG018,NG018020
Nov-24,NGA,206654553,Jigawa,Maigatari,first projection,01/06/2025,31/08/2025,3+,55310,0.17,NG018,NG018020
Nov-24,NGA,206654553,Jigawa,Malam madori,current,01/10/2024,31/12/2024,3+,36337,0.12,NG018,NG018021
Nov-24,NGA,206654553,Jigawa,Malam madori,first projection,01/06/2025,31/08/2025,3+,45422,0.15,NG018,NG018021
Nov-24,NGA,206654553,Jigawa,Miga,current,01/10/2024,31/12/2024,3+,25847,0.11,NG018,NG018022
Nov-24,NGA,206654553,Jigawa,Miga,first projection,01/06/2025,31/08/2025,3+,32897,0.14,NG018,NG018022
Nov-24,NGA,206654553,Jigawa,Ringim,current,01/10/2024,31/12/2024,3+,80806,0.14,NG018,NG018023
Nov-24,NGA,206654553,Jigawa,Ringim,first projection,01/06/2025,31/08/2025,3+,98122,0.17,NG018,NG018023
Nov-24,NGA,206654553,Jigawa,Roni,current,01/10/2024,31/12/2024,3+,49498,0.14,NG018,NG018024
Nov-24,NGA,206654553,Jigawa,Roni,first projection,01/06/2025,31/08/2025,3+,60105,0.17,NG018,NG018024
Nov-24,NGA,206654553,Jigawa,Sule-tankarkar,current,01/10/2024,31/12/2024,3+,19915,0.14,NG018,NG018025
Nov-24,NGA,206654553,Jigawa,Sule-tankarkar,first projection,01/06/2025,31/08/2025,3+,24183,0.17,NG018,NG018025
Nov-24,NGA,206654553,Jigawa,Taura,current,01/10/2024,31/12/2024,3+,34681,0.14,NG018,NG018026
Nov-24,NGA,206654553,Jigawa,Taura,first projection,01/06/2025,31/08/2025,3+,42113,0.17,NG018,NG018026
Nov-24,NGA,206654553,Jigawa,Yankwashi,current,01/10/2024,31/12/2024,3+,33922,0.14,NG018,NG018027
Nov-24,NGA,206654553,Jigawa,Yankwashi,first projection,01/06/2025,31/08/2025,3+,41191,0.17,NG018,NG018027
Nov-24,NGA,206654553,Yobe,Bade,current,01/10/2024,31/12/2024,3+,80314,0.18,NG036,NG036001
Nov-24,NGA,206654553,Yobe,Bade,first projection,01/06/2025,31/08/2025,3+,129396,0.29,NG036,NG036001
Nov-24,NGA,206654553,Yobe,Bursari,current,01/10/2024,31/12/2024,3+,54304,0.27,NG036,NG036002
Nov-24,NGA,206654553,Yobe,Bursari,first projection,01/06/2025,31/08/2025,3+,70394,0.35,NG036,NG036002
Nov-24,NGA,206654553,Yobe,Damaturu,current,01/10/2024,31/12/2024,3+,29199,0.18,NG036,NG036003
Nov-24,NGA,206654553,Yobe,Damaturu,first projection,01/06/2025,31/08/2025,3+,42176,0.26,NG036,NG036003
Nov-24,NGA,206654553,Yobe,Fika,current,01/10/2024,31/12/2024,3+,90145,0.26,NG036,NG036004
Nov-24,NGA,206654553,Yobe,Fika,first projection,01/06/2025,31/08/2025,3+,114414,0.33,NG036,NG036004
Nov-24,NGA,206654553,Yobe,Fune,current,01/10/2024,31/12/2024,3+,155214,0.28,NG036,NG036005
Nov-24,NGA,206654553,Yobe,Fune,first projection,01/06/2025,31/08/2025,3+,182931,0.33,NG036,NG036005
Nov-24,NGA,206654553,Yobe,Geidam,current,01/10/2024,31/12/2024,3+,82020,0.25,NG036,NG036006
Nov-24,NGA,206654553,Yobe,Geidam,first projection,01/06/2025,31/08/2025,3+,101704,0.31,NG036,NG036006
Nov-24,NGA,206654553,Yobe,Gujba,current,01/10/2024,31/12/2024,3+,93051,0.29,NG036,NG036007
Nov-24,NGA,206654553,Yobe,Gujba,first projection,01/06/2025,31/08/2025,3+,121930,0.38,NG036,NG036007
Nov-24,NGA,206654553,Yobe,Gulani,current,01/10/2024,31/12/2024,3+,47695,0.25,NG036,NG036008
Nov-24,NGA,206654553,Yobe,Gulani,first projection,01/06/2025,31/08/2025,3+,62957,0.33,NG036,NG036008
Nov-24,NGA,206654553,Yobe,Jakusko,current,01/10/2024,31/12/2024,3+,92890,0.22,NG036,NG036009
Nov-24,NGA,206654553,Yobe,Jakusko,first projection,01/06/2025,31/08/2025,3+,126668,0.3,NG036,NG036009
Nov-24,NGA,206654553,Yobe,Karasuwa,current,01/10/2024,31/12/2024,3+,35496,0.18,NG036,NG036010
Nov-24,NGA,206654553,Yobe,Karasuwa,first projection,01/06/2025,31/08/2025,3+,63104,0.32,NG036,NG036010
Nov-24,NGA,206654553,Yobe,Machina,current,01/10/2024,31/12/2024,3+,21306,0.17,NG036,NG036011
Nov-24,NGA,206654553,Yobe,Machina,first projection,01/06/2025,31/08/2025,3+,35092,0.28,NG036,NG036011
Nov-24,NGA,206654553,Yobe,Nangere,current,01/10/2024,31/12/2024,3+,67132,0.24,NG036,NG036012
Nov-24,NGA,206654553,Yobe,Nangere,first projection,01/06/2025,31/08/2025,3+,78320,0.28,NG036,NG036012
Nov-24,NGA,206654553,Yobe,Nguru,current,01/10/2024,31/12/2024,3+,94052,0.27,NG036,NG036013
Nov-24,NGA,206654553,Yobe,Nguru,first projection,01/06/2025,31/08/2025,3+,111469,0.32,NG036,NG036013
Nov-24,NGA,206654553,Yobe,Potiskum,current,01/10/2024,31/12/2024,3+,131941,0.18,NG036,NG036014
Nov-24,NGA,206654553,Yobe,Potiskum,first projection,01/06/2025,31/08/2025,3+,212572,0.29,NG036,NG036014
Nov-24,NGA,206654553,Yobe,Tarmua,current,01/10/2024,31/12/2024,3+,35573,0.25,NG036,NG036015
Nov-24,NGA,206654553,Yobe,Tarmua,first projection,01/06/2025,31/08/2025,3+,44111,0.31,NG036,NG036015
Nov-24,NGA,206654553,Yobe,Yunusari,current,01/10/2024,31/12/2024,3+,57976,0.25,NG036,NG036016
Nov-24,NGA,206654553,Yobe,Yunusari,first projection,01/06/2025,31/08/2025,3+,78847,0.34,NG036,NG036016
Nov-24,NGA,206654553,Yobe,Yusufari,current,01/10/2024,31/12/2024,3+,34806,0.17,NG036,NG036017
Nov-24,NGA,206654553,Yobe,Yusufari,first projection,01/06/2025,31/08/2025,3+,59375,0.29,NG036,NG036017
Nov-24,NGA,206654553,Katsina,Bakori,current,01/10/2024,31/12/2024,3+,37410,0.15,NG021,NG021001
Nov-24,NGA,206654553,Katsina,Bakori,first projection,01/06/2025,31/08/2025,3+,44892,0.18,NG021,NG021001
Nov-24,NGA,206654553,Katsina,Batagarawa,current,01/10/2024,31/12/2024,3+,56765,0.18,NG021,NG021002
Nov-24,NGA,206654553,Katsina,Batagarawa,first projection,01/06/2025,31/08/2025,3+,72533,0.23,NG021,NG021002
Nov-24,NGA,206654553,Katsina,Batsari,current,01/10/2024,31/12/2024,3+,62415,0.18,NG021,NG021003
Nov-24,NGA,206654553,Katsina,Batsari,first projection,01/06/2025,31/08/2025,3+,79752,0.23,NG021,NG021003
Nov-24,NGA,206654553,Katsina,Baure,current,01/10/2024,31/12/2024,3+,54163,0.16,NG021,NG021004
Nov-24,NGA,206654553,Katsina,Baure,first projection,01/06/2025,31/08/2025,3+,84629,0.25,NG021,NG021004
Nov-24,NGA,206654553,Katsina,Bindawa,current,01/10/2024,31/12/2024,3+,37781,0.15,NG021,NG021005
Nov-24,NGA,206654553,Katsina,Bindawa,first projection,01/06/2025,31/08/2025,3+,55413,0.22,NG021,NG021005
Nov-24,NGA,206654553,Katsina,Charanchi,current,01/10/2024,31/12/2024,3+,34276,0.15,NG021,NG021006
Nov-24,NGA,206654553,Katsina,Charanchi,first projection,01/06/2025,31/08/2025,3+,50271,0.22,NG021,NG021006
Nov-24,NGA,206654553,Katsina,Dan musa,current,01/10/2024,31/12/2024,3+,39650,0.21,NG021,NG021007
Nov-24,NGA,206654553,Katsina,Dan musa,first projection,01/06/2025,31/08/2025,3+,47202,0.25,NG021,NG021007
Nov-24,NGA,206654553,Katsina,Dandume,current,01/10/2024,31/12/2024,3+,38785,0.16,NG021,NG021008
Nov-24,NGA,206654553,Katsina,Dandume,first projection,01/06/2025,31/08/2025,3+,55754,0.23,NG021,NG021008
Nov-24,NGA,206654553,Katsina,Danja,current,01/10/2024,31/12/2024,3+,31396,0.15,NG021,NG021009
Nov-24,NGA,206654553,Katsina,Danja,first projection,01/06/2025,31/08/2025,3+,37676,0.18,NG021,NG021009
Nov-24,NGA,206654553,Katsina,Daura,current,01/10/2024,31/12/2024,3+,60019,0.16,NG021,NG021010
Nov-24,NGA,206654553,Katsina,Daura,first projection,01/06/2025,31/08/2025,3+,93780,0.25,NG021,NG021010
Nov-24,NGA,206654553,Katsina,Dutsi,current,01/10/2024,31/12/2024,3+,30250,0.15,NG021,NG021011
Nov-24,NGA,206654553,Katsina,Dutsi,first projection,01/06/2025,31/08/2025,3+,44367,0.22,NG021,NG021011
Nov-24,NGA,206654553,Katsina,Dutsin-ma,current,01/10/2024,31/12/2024,3+,59490,0.21,NG021,NG021012
Nov-24,NGA,206654553,Katsina,Dutsin-ma,first projection,01/06/2025,31/08/2025,3+,70821,0.25,NG021,NG021012
Nov-24,NGA,206654553,Katsina,Faskari,current,01/10/2024,31/12/2024,3+,51883,0.16,NG021,NG021013
Nov-24,NGA,206654553,Katsina,Faskari,first projection,01/06/2025,31/08/2025,3+,74582,0.23,NG021,NG021013
Nov-24,NGA,206654553,Katsina,Funtua,current,01/10/2024,31/12/2024,3+,60092,0.16,NG021,NG021014
Nov-24,NGA,206654553,Katsina,Funtua,first projection,01/06/2025,31/08/2025,3+,86382,0.23,NG021,NG021014
Nov-24,NGA,206654553,Katsina,Ingawa,current,01/10/2024,31/12/2024,3+,39500,0.14,NG021,NG021015
Nov-24,NGA,206654553,Katsina,Ingawa,first projection,01/06/2025,31/08/2025,3+,47965,0.17,NG021,NG021015
Nov-24,NGA,206654553,Katsina,Jibia,current,01/10/2024,31/12/2024,3+,50272,0.18,NG021,NG021016
Nov-24,NGA,206654553,Katsina,Jibia,first projection,01/06/2025,31/08/2025,3+,64237,0.23,NG021,NG021016
Nov-24,NGA,206654553,Katsina,Kafur,current,01/10/2024,31/12/2024,3+,52384,0.15,NG021,NG021017
Nov-24,NGA,206654553,Katsina,Kafur,first projection,01/06/2025,31/08/2025,3+,62860,0.18,NG021,NG021017
Nov-24,NGA,206654553,Katsina,Kaita,current,01/10/2024,31/12/2024,3+,54767,0.18,NG021,NG021018
Nov-24,NGA,206654553,Katsina,Kaita,first projection,01/06/2025,31/08/2025,3+,69980,0.23,NG021,NG021018
Nov-24,NGA,206654553,Katsina,Kankara,current,01/10/2024,31/12/2024,3+,60865,0.15,NG021,NG021019
Nov-24,NGA,206654553,Katsina,Kankara,first projection,01/06/2025,31/08/2025,3+,73039,0.18,NG021,NG021019
Nov-24,NGA,206654553,Katsina,Kankia,current,01/10/2024,31/12/2024,3+,35355,0.14,NG021,NG021020
Nov-24,NGA,206654553,Katsina,Kankia,first projection,01/06/2025,31/08/2025,3+,42930,0.17,NG021,NG021020
Nov-24,NGA,206654553,Katsina,Katsina,current,01/10/2024,31/12/2024,3+,95519,0.18,NG021,NG021021
Nov-24,NGA,206654553,Katsina,Katsina,first projection,01/06/2025,31/08/2025,3+,122053,0.23,NG021,NG021021
Nov-24,NGA,206654553,Katsina,Kurfi,current,01/10/2024,31/12/2024,3+,40879,0.21,NG021,NG021022
Nov-24,NGA,206654553,Katsina,Kurfi,first projection,01/06/2025,31/08/2025,3+,48665,0.25,NG021,NG021022
Nov-24,NGA,206654553,Katsina,Kusada,current,01/10/2024,31/12/2024,3+,22966,0.14,NG021,NG021023
Nov-24,NGA,206654553,Katsina,Kusada,first projection,01/06/2025,31/08/2025,3+,27888,0.17,NG021,NG021023
Nov-24,NGA,206654553,Katsina,Mai'adua,current,01/10/2024,31/12/2024,3+,53858,0.16,NG021,NG021024
Nov-24,NGA,206654553,Katsina,Mai'adua,first projection,01/06/2025,31/08/2025,3+,84153,0.25,NG021,NG021024
Nov-24,NGA,206654553,Katsina,Malumfashi,current,01/10/2024,31/12/2024,3+,45760,0.15,NG021,NG021025
Nov-24,NGA,206654553,Katsina,Malumfashi,first projection,01/06/2025,31/08/2025,3+,54913,0.18,NG021,NG021025
Nov-24,NGA,206654553,Katsina,Mani,current,01/10/2024,31/12/2024,3+,44111,0.15,NG021,NG021026
Nov-24,NGA,206654553,Katsina,Mani,first projection,01/06/2025,31/08/2025,3+,64697,0.22,NG021,NG021026
Nov-24,NGA,206654553,Katsina,Mashi,current,01/10/2024,31/12/2024,3+,42803,0.15,NG021,NG021027
Nov-24,NGA,206654553,Katsina,Mashi,first projection,01/06/2025,31/08/2025,3+,62778,0.22,NG021,NG021027
Nov-24,NGA,206654553,Katsina,Matazu,current,01/10/2024,31/12/2024,3+,26578,0.14,NG021,NG021028
Nov-24,NGA,206654553,Katsina,Matazu,first projection,01/06/2025,31/08/2025,3+,32274,0.17,NG021,NG021028
Nov-24,NGA,206654553,Katsina,Musawa,current,01/10/2024,31/12/2024,3+,39700,0.14,NG021,NG021029
Nov-24,NGA,206654553,Katsina,Musawa,first projection,01/06/2025,31/08/2025,3+,48208,0.17,NG021,NG021029
Nov-24,NGA,206654553,Katsina,Rimi,current,01/10/2024,31/12/2024,3+,53977,0.21,NG021,NG021030
Nov-24,NGA,206654553,Katsina,Rimi,first projection,01/06/2025,31/08/2025,3+,64258,0.25,NG021,NG021030
